tui/src/lib.rs	17.07
tui/src/live_wrap.rs	84.58
tui/src/main.rs	0.00
tui/src/markdown.rs	97.27
tui/src/markdown_stream.rs	89.68
tui/src/onboarding/auth.rs	0.00
tui/src/onboarding/onboarding_screen.rs	0.00
tui/src/onboarding/trust_directory.rs	0.00
tui/src/onboarding/welcome.rs	0.00
tui/src/pager_overlay.rs	68.93
tui/src/render/line_utils.rs	96.30
tui/src/render/markdown_utils.rs	98.25
tui/src/session_log.rs	9.76
tui/src/shimmer.rs	80.00
tui/src/slash_command.rs	53.57
tui/src/status_indicator_widget.rs	86.96
tui/src/streaming/controller.rs	93.75
tui/src/streaming/mod.rs	100.00
tui/src/text_formatting.rs	90.06
tui/src/tui.rs	4.69
tui/src/user_approval_widget.rs	84.62
